magaza,tarih,karar,onerilen_aksiyon,fire_gun_karsiligi,fire_riski_birim,stoksuz_p90_bugun,aciliyet,onay_gerekli_mi,magaza_kapali,miktar,indirim_orani
292,2015-07-07,bekle,,0.0,0.0,115.6,yuksek,False,False,0,0.0
292,2015-07-08,siparis_ver,,0.0,0.0,63.2,yuksek,True,False,90,0.0
292,2015-07-09,bekle,,0.0,0.0,153.9,kritik,False,False,0,0.0
292,2015-07-10,bekle,,0.0,0.0,64.9,yuksek,False,False,0,0.0
292,2015-07-11,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-13,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-14,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-15,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-16,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-17,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-18,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-20,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-21,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-22,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-23,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-24,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-25,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-27,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-28,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-29,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-30,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
292,2015-07-31,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
293,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,50,0.0
293,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
293,2015-07-06,insana_sor,indirim_uygula (%50 indirim) + siparis_ver (249 adet),0.46,69.8,0.0,kritik,True,False,0,0.0
293,2015-07-07,bekle,,0.0,0.0,77.4,yuksek,False,False,0,0.0
293,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,248,0.0
293,2015-07-09,bekle,,0.0,0.0,39.8,yuksek,False,False,0,0.0
293,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
293,2015-07-11,siparis_ver,,0.0,0.0,34.9,yuksek,False,False,388,0.0
293,2015-07-12,insana_sor,,0.06,8.7,0.0,kritik,True,True,0,0.0
293,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,342,0.0
293,2015-07-14,bekle,,0.0,0.0,89.5,yuksek,False,False,0,0.0
293,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,268,0.0
293,2015-07-16,bekle,,0.0,0.0,49.1,yuksek,False,False,0,0.0
293,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
293,2015-07-18,siparis_ver,,0.0,0.0,40.7,yuksek,False,False,243,0.0
293,2015-07-19,insana_sor,,0.06,9.7,0.0,kritik,True,True,0,0.0
293,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,226,0.0
293,2015-07-21,bekle,,0.0,0.0,37.5,yuksek,False,False,0,0.0
293,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,220,0.0
293,2015-07-23,bekle,,0.0,0.0,35.9,yuksek,False,False,0,0.0
293,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
293,2015-07-25,siparis_ver,,0.0,0.0,35.2,yuksek,False,False,368,0.0
293,2015-07-26,insana_sor,,0.05,8.0,0.0,kritik,True,True,0,0.0
293,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,344,0.0
293,2015-07-28,bekle,,0.0,0.0,56.9,yuksek,False,False,0,0.0
293,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,174,0.0
293,2015-07-30,bekle,,0.0,0.0,59.8,yuksek,False,False,0,0.0
293,2015-07-31,bekle,,0.0,0.0,35.3,yuksek,False,False,0,0.0
294,2015-07-04,siparis_ver,,0.0,0.0,45.4,yuksek,True,False,284,0.0
294,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
294,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,265,0.0
294,2015-07-07,bekle,,0.0,0.0,45.1,yuksek,False,False,0,0.0
294,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,219,0.0
294,2015-07-09,bekle,,0.0,0.0,46.1,yuksek,False,False,0,0.0
294,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
294,2015-07-11,siparis_ver,,0.0,0.0,36.3,yuksek,True,False,394,0.0
294,2015-07-12,insana_sor,,0.07,9.8,0.0,kritik,True,True,0,0.0
294,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,343,0.0
294,2015-07-14,bekle,,0.0,0.0,78.5,yuksek,False,False,0,0.0
294,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,246,0.0
294,2015-07-16,bekle,,0.0,0.0,52.0,yuksek,False,False,0,0.0
294,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
294,2015-07-18,siparis_ver,,0.0,0.0,40.3,yuksek,True,False,272,0.0
294,2015-07-19,insana_sor,,0.07,10.0,0.0,kritik,True,True,0,0.0
294,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,255,0.0
294,2015-07-21,bekle,,0.0,0.0,42.1,yuksek,False,False,0,0.0
294,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,212,0.0
294,2015-07-23,bekle,,0.0,0.0,40.4,yuksek,False,False,0,0.0
294,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
294,2015-07-25,siparis_ver,,0.0,0.0,33.6,yuksek,True,False,394,0.0
294,2015-07-26,insana_sor,,0.06,8.0,0.0,kritik,True,True,0,0.0
294,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,349,0.0
294,2015-07-28,bekle,,0.0,0.0,69.0,yuksek,False,False,0,0.0
294,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,170,0.0
294,2015-07-30,bekle,,0.0,0.0,63.0,yuksek,False,False,0,0.0
294,2015-07-31,bekle,,0.0,0.0,36.0,yuksek,False,False,0,0.0
295,2015-07-04,siparis_ver,,0.0,0.0,85.1,yuksek,True,False,228,0.0
295,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
295,2015-07-06,siparis_ver,,0.0,0.0,156.3,kritik,True,False,369,0.0
295,2015-07-07,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-08,bekle,,0.0,0.0,44.5,yuksek,False,False,0,0.0
295,2015-07-09,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-11,siparis_ver,,0.14,17.5,54.4,yuksek,True,False,320,0.0
295,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
295,2015-07-13,siparis_ver,,0.0,0.0,230.1,kritik,True,False,369,0.0
295,2015-07-14,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-15,bekle,,0.0,0.0,55.4,yuksek,False,False,0,0.0
295,2015-07-16,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-18,siparis_ver,,0.01,1.3,121.8,yuksek,True,False,222,0.0
295,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
295,2015-07-20,siparis_ver,,0.0,0.0,143.1,kritik,True,False,369,0.0
295,2015-07-21,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-22,bekle,,0.0,0.0,41.8,yuksek,False,False,0,0.0
295,2015-07-23,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-25,siparis_ver,,0.28,35.9,16.2,yuksek,True,False,325,0.0
295,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
295,2015-07-27,siparis_ver,,0.0,0.0,214.9,kritik,True,False,326,0.0
295,2015-07-28,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-29,bekle,,0.0,0.0,62.6,yuksek,False,False,0,0.0
295,2015-07-30,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
295,2015-07-31,bekle,,0.0,0.0,71.6,yuksek,False,False,0,0.0
296,2015-07-04,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
296,2015-07-05,insana_sor,,0.32,53.9,0.0,kritik,True,True,0,0.0
296,2015-07-06,insana_sor,indirim_uygula (%50 indirim) + siparis_ver (146 adet),0.93,155.4,0.0,kritik,True,False,0,0.0
296,2015-07-07,siparis_ver,,0.0,0.0,23.5,yuksek,False,False,143,0.0
296,2015-07-08,siparis_ver,,0.0,0.0,24.6,yuksek,False,False,146,0.0
296,2015-07-09,siparis_ver,,0.0,0.0,25.2,yuksek,False,False,147,0.0
296,2015-07-10,siparis_ver,,0.0,0.0,21.7,yuksek,False,False,116,0.0
296,2015-07-11,bekle,,0.0,0.0,18.1,yuksek,False,False,0,0.0
296,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
296,2015-07-13,siparis_ver,,0.0,0.0,36.8,yuksek,False,False,210,0.0
296,2015-07-14,siparis_ver,,0.0,0.0,29.9,yuksek,False,False,193,0.0
296,2015-07-15,siparis_ver,,0.0,0.0,28.3,yuksek,False,False,187,0.0
296,2015-07-16,siparis_ver,,0.0,0.0,27.7,yuksek,False,False,182,0.0
296,2015-07-17,siparis_ver,,0.0,0.0,26.1,yuksek,False,False,111,0.0
296,2015-07-18,bekle,,0.0,0.0,17.1,yuksek,False,False,0,0.0
296,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
296,2015-07-20,siparis_ver,,0.0,0.0,24.1,yuksek,False,False,141,0.0
296,2015-07-21,siparis_ver,,0.0,0.0,22.1,yuksek,False,False,137,0.0
296,2015-07-22,siparis_ver,,0.0,0.0,21.9,yuksek,False,False,137,0.0
296,2015-07-23,siparis_ver,,0.0,0.0,21.0,yuksek,False,False,141,0.0
296,2015-07-24,siparis_ver,,0.0,0.0,19.7,yuksek,False,False,109,0.0
296,2015-07-25,bekle,,0.0,0.0,17.6,yuksek,False,False,0,0.0
296,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
296,2015-07-27,siparis_ver,,0.0,0.0,39.9,yuksek,False,False,200,0.0
296,2015-07-28,siparis_ver,,0.0,0.0,32.5,yuksek,False,False,194,0.0
296,2015-07-29,siparis_ver,,0.0,0.0,33.7,yuksek,False,False,197,0.0
296,2015-07-30,siparis_ver,,0.0,0.0,36.7,yuksek,False,False,194,0.0
296,2015-07-31,bekle,,0.0,0.0,34.0,yuksek,False,False,0,0.0
297,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,19,0.0
297,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
297,2015-07-06,insana_sor,indirim_uygula (%50 indirim) + siparis_ver (284 adet),0.69,115.9,0.0,kritik,True,False,0,0.0
297,2015-07-07,bekle,,0.0,0.0,123.8,yuksek,False,False,0,0.0
297,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,False,False,271,0.0
297,2015-07-09,bekle,,0.0,0.0,45.4,yuksek,False,False,0,0.0
297,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
297,2015-07-11,siparis_ver,,0.0,0.0,39.1,yuksek,False,False,445,0.0
297,2015-07-12,insana_sor,,0.06,10.0,0.0,kritik,True,True,0,0.0
297,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,False,False,384,0.0
297,2015-07-14,bekle,,0.0,0.0,88.4,yuksek,False,False,0,0.0
297,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,False,False,302,0.0
297,2015-07-16,bekle,,0.0,0.0,53.6,yuksek,False,False,0,0.0
297,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
297,2015-07-18,siparis_ver,,0.0,0.0,43.1,yuksek,False,False,282,0.0
297,2015-07-19,insana_sor,,0.06,10.7,0.0,kritik,True,True,0,0.0
297,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,False,False,264,0.0
297,2015-07-21,bekle,,0.0,0.0,42.0,yuksek,False,False,0,0.0
297,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,False,False,251,0.0
297,2015-07-23,bekle,,0.0,0.0,40.7,yuksek,False,False,0,0.0
297,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
297,2015-07-25,siparis_ver,,0.0,0.0,36.1,yuksek,False,False,445,0.0
297,2015-07-26,insana_sor,,0.05,8.4,0.0,kritik,True,True,0,0.0
297,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,False,False,413,0.0
297,2015-07-28,bekle,,0.0,0.0,70.4,yuksek,False,False,0,0.0
297,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,False,False,204,0.0
297,2015-07-30,bekle,,0.0,0.0,70.4,yuksek,False,False,0,0.0
297,2015-07-31,bekle,,0.0,0.0,39.2,yuksek,False,False,0,0.0
298,2015-07-04,siparis_ver,,0.0,0.0,139.0,yuksek,True,False,339,0.0
298,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
298,2015-07-06,siparis_ver,,0.0,0.0,221.2,kritik,True,False,559,0.0
298,2015-07-07,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-08,bekle,,0.0,0.0,67.0,yuksek,False,False,0,0.0
298,2015-07-09,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-11,siparis_ver,,0.06,12.2,127.5,yuksek,True,False,454,0.0
298,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
298,2015-07-13,siparis_ver,,0.0,0.0,328.0,kritik,True,False,559,0.0
298,2015-07-14,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-15,bekle,,0.0,0.0,74.9,yuksek,False,False,0,0.0
298,2015-07-16,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-18,siparis_ver,,0.0,0.0,228.9,kritik,True,False,322,0.0
298,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
298,2015-07-20,siparis_ver,,0.0,0.0,207.2,kritik,True,False,559,0.0
298,2015-07-21,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-22,bekle,,0.0,0.0,59.6,yuksek,False,False,0,0.0
298,2015-07-23,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-25,siparis_ver,,0.1,19.4,92.6,yuksek,True,False,463,0.0
298,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
298,2015-07-27,siparis_ver,,0.0,0.0,314.9,kritik,True,False,490,0.0
298,2015-07-28,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-29,bekle,,0.0,0.0,87.8,yuksek,False,False,0,0.0
298,2015-07-30,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
298,2015-07-31,bekle,,0.0,0.0,98.5,yuksek,False,False,0,0.0
299,2015-07-04,siparis_ver,,0.0,0.0,237.6,kritik,True,False,326,0.0
299,2015-07-05,bekle,,0.0,0.0,193.4,kritik,False,False,0,0.0
299,2015-07-06,siparis_ver,,0.0,0.0,0.0,orta,True,False,310,0.0
299,2015-07-07,bekle,,0.0,0.0,133.0,yuksek,False,False,0,0.0
299,2015-07-08,siparis_ver,,0.0,0.0,0.0,orta,True,False,499,0.0
299,2015-07-09,bekle,,0.0,0.0,111.7,yuksek,False,False,0,0.0
299,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
299,2015-07-11,siparis_ver,,0.0,0.0,2.1,yuksek,True,False,440,0.0
299,2015-07-12,bekle,,0.25,35.7,194.4,kritik,False,False,0,0.0
299,2015-07-13,siparis_ver,,0.0,0.0,0.0,orta,True,False,380,0.0
299,2015-07-14,bekle,,0.0,0.0,160.8,yuksek,False,False,0,0.0
299,2015-07-15,siparis_ver,,0.0,0.0,0.0,orta,True,False,511,0.0
299,2015-07-16,bekle,,0.0,0.0,122.0,yuksek,False,False,0,0.0
299,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
299,2015-07-18,siparis_ver,,0.0,0.0,13.8,yuksek,True,False,335,0.0
299,2015-07-19,bekle,,0.25,35.8,176.2,kritik,False,False,0,0.0
299,2015-07-20,siparis_ver,,0.0,0.0,0.0,orta,True,False,307,0.0
299,2015-07-21,bekle,,0.0,0.0,139.4,yuksek,False,False,0,0.0
299,2015-07-22,siparis_ver,,0.0,0.0,0.0,orta,True,False,436,0.0
299,2015-07-23,bekle,,0.0,0.0,115.5,yuksek,False,False,0,0.0
299,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
299,2015-07-25,siparis_ver,,0.0,0.0,9.1,yuksek,True,False,469,0.0
299,2015-07-26,bekle,,0.22,31.3,163.0,kritik,False,False,0,0.0
299,2015-07-27,siparis_ver,,0.0,0.0,0.0,orta,True,False,428,0.0
299,2015-07-28,bekle,,0.0,0.0,190.9,yuksek,False,False,0,0.0
299,2015-07-29,siparis_ver,,0.0,0.0,0.0,orta,True,False,207,0.0
299,2015-07-30,bekle,,0.0,0.0,174.4,yuksek,False,False,0,0.0
299,2015-07-31,bekle,,0.0,0.0,100.7,yuksek,False,False,0,0.0
300,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,152,0.0
300,2015-07-05,insana_sor,,0.16,27.4,0.0,kritik,True,True,0,0.0
300,2015-07-06,indirim_uygula,,0.68,117.1,0.0,kritik,True,False,0,0.5
300,2015-07-07,bekle,,0.0,0.0,182.8,kritik,False,False,0,0.0
300,2015-07-08,siparis_ver,,0.0,0.0,181.7,kritik,False,False,234,0.0
300,2015-07-09,siparis_ver,,0.0,0.0,30.5,yuksek,False,False,200,0.0
300,2015-07-10,siparis_ver,,0.0,0.0,0.0,orta,False,False,191,0.0
300,2015-07-11,siparis_ver,,0.0,0.0,57.1,yuksek,False,False,188,0.0
300,2015-07-12,insana_sor,,0.06,10.0,0.0,kritik,True,True,0,0.0
300,2015-07-13,bekle,,0.0,0.0,42.5,yuksek,False,False,0,0.0
300,2015-07-14,bekle,,0.0,0.0,35.5,yuksek,False,False,0,0.0
300,2015-07-15,siparis_ver,,0.0,0.0,33.9,yuksek,False,False,156,0.0
300,2015-07-16,siparis_ver,,0.0,0.0,33.5,yuksek,False,False,147,0.0
300,2015-07-17,siparis_ver,,0.0,0.0,0.0,orta,False,False,144,0.0
300,2015-07-18,siparis_ver,,0.0,0.0,57.2,yuksek,False,False,144,0.0
300,2015-07-19,insana_sor,,0.11,18.2,0.0,kritik,True,True,0,0.0
300,2015-07-20,bekle,,0.0,0.0,29.9,yuksek,False,False,0,0.0
300,2015-07-21,bekle,,0.0,0.0,28.3,yuksek,False,False,0,0.0
300,2015-07-22,siparis_ver,,0.0,0.0,27.5,yuksek,False,False,220,0.0
300,2015-07-23,siparis_ver,,0.0,0.0,26.6,yuksek,False,False,196,0.0
300,2015-07-24,siparis_ver,,0.0,0.0,0.0,orta,False,False,202,0.0
300,2015-07-25,siparis_ver,,0.0,0.0,49.6,yuksek,False,False,212,0.0
300,2015-07-26,insana_sor,,0.04,6.4,0.0,kritik,True,True,0,0.0
300,2015-07-27,bekle,,0.0,0.0,43.6,yuksek,False,False,0,0.0
300,2015-07-28,bekle,,0.0,0.0,37.3,yuksek,False,False,0,0.0
300,2015-07-29,bekle,,0.0,0.0,43.7,yuksek,False,False,0,0.0
300,2015-07-30,bekle,,0.0,0.0,47.8,yuksek,False,False,0,0.0
300,2015-07-31,bekle,,0.0,0.0,47.4,yuksek,False,False,0,0.0
301,2015-07-04,siparis_ver,,0.0,0.0,0.0,orta,False,False,227,0.0
301,2015-07-05,insana_sor,,1.03,140.4,0.0,kritik,True,True,0,0.0
301,2015-07-06,siparis_ver,,0.0,0.0,143.6,kritik,False,False,348,0.0
301,2015-07-07,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-08,bekle,,0.0,0.0,33.9,yuksek,False,False,0,0.0
301,2015-07-09,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-10,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-11,siparis_ver,,0.02,2.1,59.8,yuksek,False,False,302,0.0
301,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
301,2015-07-13,siparis_ver,,0.0,0.0,199.7,kritik,False,False,348,0.0
301,2015-07-14,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-15,bekle,,0.0,0.0,36.5,yuksek,False,False,0,0.0
301,2015-07-16,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-17,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-18,siparis_ver,,0.0,0.0,96.8,yuksek,False,False,220,0.0
301,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
301,2015-07-20,siparis_ver,,0.0,0.0,134.2,kritik,False,False,348,0.0
301,2015-07-21,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-22,bekle,,0.0,0.0,31.5,yuksek,False,False,0,0.0
301,2015-07-23,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-24,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-25,siparis_ver,,0.16,21.4,22.7,yuksek,False,False,284,0.0
301,2015-07-26,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
301,2015-07-27,siparis_ver,,0.0,0.0,178.6,kritik,False,False,318,0.0
301,2015-07-28,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-29,bekle,,0.0,0.0,42.1,yuksek,False,False,0,0.0
301,2015-07-30,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
301,2015-07-31,bekle,,0.0,0.0,52.7,yuksek,False,False,0,0.0
302,2015-07-04,siparis_ver,,0.0,0.0,56.7,yuksek,True,False,65,0.0
302,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
302,2015-07-06,bekle,,0.0,0.0,90.3,kritik,False,False,0,0.0
302,2015-07-07,bekle,,0.0,0.0,80.4,kritik,False,False,0,0.0
302,2015-07-08,siparis_ver,,0.0,0.0,81.1,kritik,True,False,127,0.0
302,2015-07-09,siparis_ver,,0.0,0.0,17.3,yuksek,True,False,104,0.0
302,2015-07-10,siparis_ver,,0.0,0.0,0.0,orta,True,False,98,0.0
302,2015-07-11,siparis_ver,,0.0,0.0,33.4,yuksek,True,False,94,0.0
302,2015-07-12,insana_sor,,0.06,5.6,0.0,kritik,True,True,0,0.0
302,2015-07-13,bekle,,0.0,0.0,29.8,yuksek,False,False,0,0.0
302,2015-07-14,bekle,,0.0,0.0,24.0,yuksek,False,False,0,0.0
302,2015-07-15,siparis_ver,,0.0,0.0,22.2,yuksek,True,False,67,0.0
302,2015-07-16,siparis_ver,,0.0,0.0,21.6,yuksek,True,False,62,0.0
302,2015-07-17,siparis_ver,,0.0,0.0,0.0,orta,True,False,62,0.0
302,2015-07-18,siparis_ver,,0.0,0.0,37.2,yuksek,True,False,63,0.0
302,2015-07-19,insana_sor,,0.13,11.7,0.0,kritik,True,True,0,0.0
302,2015-07-20,bekle,,0.0,0.0,16.5,yuksek,False,False,0,0.0
302,2015-07-21,bekle,,0.0,0.0,15.3,yuksek,False,False,0,0.0
302,2015-07-22,siparis_ver,,0.0,0.0,16.3,yuksek,True,False,124,0.0
302,2015-07-23,siparis_ver,,0.0,0.0,15.8,yuksek,True,False,99,0.0
302,2015-07-24,siparis_ver,,0.0,0.0,0.0,orta,True,False,104,0.0
302,2015-07-25,siparis_ver,,0.0,0.0,32.4,yuksek,True,False,108,0.0
302,2015-07-26,insana_sor,,0.05,4.0,0.0,kritik,True,True,0,0.0
302,2015-07-27,bekle,,0.0,0.0,33.2,yuksek,False,False,0,0.0
302,2015-07-28,bekle,,0.0,0.0,25.2,yuksek,False,False,0,0.0
302,2015-07-29,bekle,,0.0,0.0,29.1,yuksek,False,False,0,0.0
302,2015-07-30,bekle,,0.0,0.0,33.6,yuksek,False,False,0,0.0
302,2015-07-31,bekle,,0.0,0.0,27.3,yuksek,False,False,0,0.0
303,2015-07-04,bekle,,0.0,0.0,0.0,dusuk,False,False,0,0.0
303,2015-07-05,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
303,2015-07-06,insana_sor,indirim_uygula (%50 indirim) + siparis_ver (120 adet),1.26,187.0,0.0,kritik,True,False,0,0.0
303,2015-07-07,siparis_ver,,0.0,0.0,22.7,yuksek,False,False,119,0.0
303,2015-07-08,siparis_ver,,0.0,0.0,23.8,yuksek,False,False,122,0.0
303,2015-07-09,siparis_ver,,0.0,0.0,24.3,yuksek,False,False,126,0.0
303,2015-07-10,siparis_ver,,0.0,0.0,21.5,yuksek,False,False,101,0.0
303,2015-07-11,bekle,,0.0,0.0,19.5,yuksek,False,False,0,0.0
303,2015-07-12,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
303,2015-07-13,siparis_ver,,0.0,0.0,36.8,yuksek,False,False,170,0.0
303,2015-07-14,siparis_ver,,0.0,0.0,31.2,yuksek,False,False,159,0.0
303,2015-07-15,siparis_ver,,0.0,0.0,30.3,yuksek,False,False,154,0.0
303,2015-07-16,siparis_ver,,0.0,0.0,28.8,yuksek,False,False,142,0.0
303,2015-07-17,siparis_ver,,0.0,0.0,26.3,yuksek,False,False,95,0.0
303,2015-07-18,bekle,,0.0,0.0,15.9,yuksek,False,False,0,0.0
303,2015-07-19,insana_sor,,0.0,0.0,0.0,dusuk,True,True,0,0.0
303,2015-07-20,siparis_ver,,0.0,0.0,26.4,yuksek,False,False,127,0.0
303,2015-07-21,siparis_ver,,0.0,0.0,23.3,yuksek,False,False,119,0.0
303,2015-07-22,siparis_ver,,0.0,0.0,22.3,yuksek,False,False,117,0.0
303,2015-07-23,siparis_ver,,0.0,0.0,22.0,yuksek,False,False,118,0.0
303,2015-07-24,siparis_ver,,0.0,0.0,21.3,yuksek,False,False,92,0.0
303,2015-07-25,bekle,,0.0,0.0,20.3,yuksek,False,False,0,0.0
