magaza,tarih,agent,aciliyet,miktar,indirim_orani,net_etki_eur,onay_gerekli,magaza_kapali,smape,kapsama,smape_test,onerilen_aksiyon,acik,pol_acilis,pol_fire,pol_fire_eur,pol_stoksuz,pol_kacan_kar,talep_p90,stoksuz_p90,kacan_kar_p90,dejenere,_tukendi,_kacan,referans,risk_eur
44,2015-07-27,siparis_ver,kritik,107,0.0,214.0,False,False,7.62,75.6,10.13,,1,180.5,0.0,0.0,10.9,21.819000244140625,213.1,32.6,65.23333740234375,False,True,65.23333740234375,siparis_ver,65.23333740234375
44,2015-07-28,siparis_ver,kritik,89,0.0,178.0,False,False,7.62,75.6,10.13,,1,153.2,0.0,0.0,8.5,16.9871826171875,178.9,25.6,51.2449951171875,False,True,51.2449951171875,siparis_ver,51.2449951171875
44,2015-07-29,siparis_ver,kritik,89,0.0,178.0,False,False,7.62,75.6,10.13,,1,150.1,0.0,0.0,9.0,18.011627197265625,178.3,28.1,56.247894287109375,False,True,56.247894287109375,siparis_ver,56.247894287109375
44,2015-07-30,siparis_ver,kritik,93,0.0,186.0,False,False,7.62,75.6,10.13,,1,155.7,0.0,0.0,9.8,19.638153076171875,186.9,31.2,62.3170166015625,False,True,62.3170166015625,siparis_ver,62.3170166015625
44,2015-07-31,siparis_ver,kritik,92,0.0,184.0,False,False,7.62,75.6,10.13,,1,155.3,0.0,0.0,9.6,19.20880126953125,185.5,30.1,60.212982177734375,False,True,60.212982177734375,siparis_ver,60.212982177734375
45,2015-07-04,bekle,dusuk,0,0.0,0.0,False,False,7.03,82.6,8.42,,1,234.4,0.0,0.0,0.0,0.0,159.6,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,7.03,82.6,8.42,,0,98.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-06,siparis_ver,orta,201,0.0,402.0,False,False,7.03,82.6,8.42,,1,208.0,0.0,0.0,0.0,0.0,132.2,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-07,siparis_ver,kritik,62,0.0,124.0,False,False,7.03,82.6,8.42,,1,92.6,0.0,0.0,10.6,21.163681030273438,118.0,42.1,84.24494934082028,False,True,84.24494934082028,siparis_ver,84.24494934082028
45,2015-07-08,siparis_ver,kritik,254,0.0,508.0,False,False,7.03,82.6,8.42,,1,200.8,0.0,0.0,0.0,0.0,119.6,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-09,siparis_ver,kritik,65,0.0,130.0,False,False,7.03,82.6,8.42,,1,97.1,0.0,0.0,10.7,21.422286987304688,123.7,42.6,85.1802978515625,False,True,85.1802978515625,siparis_ver,85.1802978515625
45,2015-07-10,siparis_ver,kritik,0,0.0,0.0,False,False,7.03,82.6,8.42,,1,254.2,0.0,0.0,0.0,0.0,136.6,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-11,siparis_ver,kritik,336,0.0,672.0,False,False,7.03,82.6,8.42,,1,132.4,0.0,0.0,11.5,23.041793823242188,160.6,43.0,85.97384643554688,False,True,85.97384643554688,siparis_ver,85.97384643554688
45,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,7.03,82.6,8.42,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-13,siparis_ver,kritik,287,0.0,574.0,False,False,7.03,82.6,8.42,,1,335.6,0.0,0.0,0.0,0.0,218.3,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-14,siparis_ver,kritik,95,0.0,190.0,False,False,7.03,82.6,8.42,,1,142.3,0.0,0.0,15.9,31.88330078125,178.5,61.2,122.41937255859375,False,True,122.41937255859375,siparis_ver,122.41937255859375
45,2015-07-15,siparis_ver,kritik,279,0.0,558.0,False,False,7.03,82.6,8.42,,1,287.4,0.0,0.0,0.0,0.0,170.9,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-16,siparis_ver,kritik,88,0.0,176.0,False,False,7.03,82.6,8.42,,1,135.7,0.0,0.0,13.3,26.67291259765625,168.1,51.6,103.1043701171875,False,True,103.1043701171875,siparis_ver,103.1043701171875
45,2015-07-17,siparis_ver,kritik,0,0.0,0.0,False,False,7.03,82.6,8.42,,1,279.4,0.0,0.0,0.0,0.0,176.0,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-18,siparis_ver,kritik,197,0.0,394.0,False,False,7.03,82.6,8.42,,1,122.8,0.0,0.0,12.5,24.97308349609375,151.1,47.7,95.33053588867188,False,True,95.33053588867188,siparis_ver,95.33053588867188
45,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,7.03,82.6,8.42,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-20,siparis_ver,kritik,191,0.0,382.0,False,False,7.03,82.6,8.42,,1,196.6,0.0,0.0,0.0,0.0,123.2,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-21,siparis_ver,kritik,59,0.0,118.0,False,False,7.03,82.6,8.42,,1,88.8,0.0,0.0,9.7,19.355926513671875,111.7,38.2,76.3819580078125,False,True,76.3819580078125,siparis_ver,76.3819580078125
45,2015-07-22,siparis_ver,kritik,239,0.0,478.0,False,False,7.03,82.6,8.42,,1,191.0,0.0,0.0,0.0,0.0,113.9,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-23,siparis_ver,kritik,60,0.0,120.0,False,False,7.03,82.6,8.42,,1,91.6,0.0,0.0,9.7,19.364486694335938,115.5,38.4,76.82568359375,False,True,76.82568359375,siparis_ver,76.82568359375
45,2015-07-24,siparis_ver,kritik,0,0.0,0.0,False,False,7.03,82.6,8.42,,1,238.7,0.0,0.0,0.0,0.0,127.3,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-25,siparis_ver,kritik,321,0.0,642.0,False,False,7.03,82.6,8.42,,1,125.5,0.0,0.0,10.8,21.60516357421875,152.2,40.8,81.53462219238281,False,True,81.53462219238281,siparis_ver,81.53462219238281
45,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,7.03,82.6,8.42,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-27,siparis_ver,kritik,318,0.0,636.0,False,False,7.03,82.6,8.42,,1,321.3,0.0,0.0,0.0,0.0,212.8,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-28,siparis_ver,kritik,94,0.0,188.0,False,False,7.03,82.6,8.42,,1,135.8,0.0,0.0,17.2,34.368988037109375,175.0,66.5,133.08187866210938,False,True,133.08187866210938,siparis_ver,133.08187866210938
45,2015-07-29,siparis_ver,kritik,155,0.0,310.0,False,False,7.03,82.6,8.42,,1,318.0,0.0,0.0,0.0,0.0,192.3,0.0,0.0,False,False,0.0,bekle,0.0
45,2015-07-30,siparis_ver,kritik,104,0.0,208.0,False,False,7.03,82.6,8.42,,1,152.9,0.0,0.0,18.6,37.18499755859375,200.8,75.1,150.109619140625,False,True,150.109619140625,siparis_ver,150.109619140625
45,2015-07-31,siparis_ver,kritik,96,0.0,192.0,False,False,7.03,82.6,8.42,,1,155.2,0.0,0.0,12.1,24.1597900390625,193.3,38.1,76.24984741210938,False,True,76.24984741210938,siparis_ver,76.24984741210938
46,2015-07-04,bekle,dusuk,0,0.0,0.0,False,False,6.77,90.4,13.01,,1,335.9,0.0,0.0,0.0,0.0,139.5,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,6.77,90.4,13.01,,0,220.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-06,indirim_uygula,kritik,0,0.5,326.1,True,False,6.77,90.4,13.01,,1,220.6,108.7,652.3795532226561,0.0,0.0,128.4,0.0,0.0,False,False,0.0,indirim_uygula,652.3795532226561
46,2015-07-07,siparis_ver,kritik,148,0.0,296.0,False,False,6.77,90.4,13.01,,1,0.0,0.0,0.0,98.4,196.72137451171875,113.8,110.7,221.32871704101558,False,True,221.32871704101558,siparis_ver,221.32871704101558
46,2015-07-08,siparis_ver,kritik,224,0.0,448.0,False,False,6.77,90.4,13.01,,1,191.4,0.0,0.0,0.0,0.0,116.2,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-09,siparis_ver,kritik,62,0.0,124.0,False,False,6.77,90.4,13.01,,1,91.4,0.0,0.0,10.9,21.7801513671875,118.3,43.0,86.07443237304688,False,True,86.07443237304688,siparis_ver,86.07443237304688
46,2015-07-10,siparis_ver,kritik,0,0.0,0.0,False,False,6.77,90.4,13.01,,1,223.9,0.0,0.0,0.0,0.0,127.9,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-11,siparis_ver,kritik,339,0.0,678.0,False,False,6.77,90.4,13.01,,1,111.3,0.0,0.0,10.6,21.1767578125,136.6,40.5,81.04780578613281,False,True,81.04780578613281,siparis_ver,81.04780578613281
46,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,6.77,90.4,13.01,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-13,siparis_ver,kritik,291,0.0,582.0,False,False,6.77,90.4,13.01,,1,339.2,0.0,0.0,0.0,0.0,241.6,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-14,siparis_ver,kritik,131,0.0,262.0,False,False,6.77,90.4,13.01,,1,126.6,0.0,0.0,45.2,90.49002075195312,194.2,96.6,193.15228271484375,False,True,193.15228271484375,siparis_ver,193.15228271484375
46,2015-07-15,siparis_ver,kritik,267,0.0,534.0,False,False,6.77,90.4,13.01,,1,291.4,0.0,0.0,0.0,0.0,175.5,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-16,siparis_ver,kritik,89,0.0,178.0,False,False,6.77,90.4,13.01,,1,135.7,0.0,0.0,14.1,28.138275146484375,169.1,53.2,106.37640380859375,False,True,106.37640380859375,siparis_ver,106.37640380859375
46,2015-07-17,siparis_ver,kritik,0,0.0,0.0,False,False,6.77,90.4,13.01,,1,267.2,0.0,0.0,0.0,0.0,177.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-18,siparis_ver,kritik,179,0.0,358.0,False,False,6.77,90.4,13.01,,1,109.9,0.0,0.0,12.4,24.751922607421875,137.1,46.8,93.67852783203125,False,True,93.67852783203125,siparis_ver,93.67852783203125
46,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,6.77,90.4,13.01,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-20,siparis_ver,kritik,172,0.0,344.0,False,False,6.77,90.4,13.01,,1,178.9,0.0,0.0,0.0,0.0,112.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-21,siparis_ver,kritik,54,0.0,108.0,False,False,6.77,90.4,13.01,,1,80.8,0.0,0.0,9.1,18.199249267578125,102.8,35.9,71.76193237304688,False,True,71.76193237304688,siparis_ver,71.76193237304688
46,2015-07-22,siparis_ver,kritik,203,0.0,406.0,False,False,6.77,90.4,13.01,,1,171.7,0.0,0.0,0.0,0.0,102.8,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-23,siparis_ver,kritik,55,0.0,110.0,False,False,6.77,90.4,13.01,,1,82.1,0.0,0.0,9.1,18.147109985351562,104.4,35.6,71.17079162597656,False,True,71.17079162597656,siparis_ver,71.17079162597656
46,2015-07-24,siparis_ver,kritik,0,0.0,0.0,False,False,6.77,90.4,13.01,,1,202.9,0.0,0.0,0.0,0.0,114.9,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-25,siparis_ver,kritik,339,0.0,678.0,False,False,6.77,90.4,13.01,,1,101.4,0.0,0.0,9.3,18.637847900390625,124.0,36.0,71.9598388671875,False,True,71.9598388671875,siparis_ver,71.9598388671875
46,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,6.77,90.4,13.01,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-27,siparis_ver,kritik,303,0.0,606.0,False,False,6.77,90.4,13.01,,1,339.2,0.0,0.0,0.0,0.0,228.8,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-28,siparis_ver,kritik,109,0.0,218.0,False,False,6.77,90.4,13.01,,1,139.9,0.0,0.0,26.3,52.53656005859375,189.4,79.0,158.01724243164062,False,True,158.01724243164062,siparis_ver,158.01724243164062
46,2015-07-29,siparis_ver,kritik,156,0.0,312.0,False,False,6.77,90.4,13.01,,1,303.3,0.0,0.0,0.0,0.0,185.5,0.0,0.0,False,False,0.0,bekle,0.0
46,2015-07-30,siparis_ver,kritik,96,0.0,192.0,False,False,6.77,90.4,13.01,,1,142.8,0.0,0.0,16.6,33.222747802734375,184.3,66.5,132.94366455078125,False,True,132.94366455078125,siparis_ver,132.94366455078125
46,2015-07-31,siparis_ver,kritik,95,0.0,190.0,False,False,6.77,90.4,13.01,,1,155.9,0.0,0.0,11.6,23.1771240234375,192.1,36.2,72.34457397460938,False,True,72.34457397460938,siparis_ver,72.34457397460938
47,2015-07-04,siparis_ver,orta,325,0.0,650.0,True,False,5.79,87.4,5.81,,1,156.5,0.0,0.0,0.0,0.0,170.4,13.9,27.8345947265625,False,True,27.8345947265625,siparis_ver,27.8345947265625
47,2015-07-05,insana_sor,kritik,0,0.0,0.0,True,True,5.79,87.4,5.81,,0,10.3,10.3,62.053802490234375,0.0,0.0,0.0,0.0,0.0,False,False,0.0,indirim_uygula,62.053802490234375
47,2015-07-06,siparis_ver,kritik,469,0.0,938.0,True,False,5.79,87.4,5.81,,1,0.0,0.0,0.0,181.9,363.7494201660156,202.0,202.0,404.0068054199219,False,True,404.0068054199219,siparis_ver,404.0068054199219
47,2015-07-07,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,325.0,0.0,0.0,0.0,0.0,189.4,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-08,siparis_ver,kritik,99,0.0,198.0,True,False,5.79,87.4,5.81,,1,154.7,0.0,0.0,14.1,28.232940673828125,188.6,52.9,105.89630126953125,False,True,105.89630126953125,siparis_ver,105.89630126953125
47,2015-07-09,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,469.2,0.0,0.0,0.0,0.0,187.4,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-10,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,301.7,0.0,0.0,0.0,0.0,189.1,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-11,siparis_ver,kritik,428,0.0,856.0,True,False,5.79,87.4,5.81,,1,130.5,0.0,0.0,19.0,37.939697265625,166.5,73.8,147.5411376953125,False,True,147.5411376953125,siparis_ver,147.5411376953125
47,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,5.79,87.4,5.81,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-13,siparis_ver,kritik,469,0.0,938.0,True,False,5.79,87.4,5.81,,1,0.0,0.0,0.0,259.0,517.966796875,286.0,286.0,572.0848999023438,False,True,572.0848999023438,siparis_ver,572.0848999023438
47,2015-07-14,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,428.1,0.0,0.0,0.0,0.0,253.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-15,siparis_ver,kritik,124,0.0,248.0,True,False,5.79,87.4,5.81,,1,198.9,0.0,0.0,16.2,32.47637939453125,237.3,62.2,124.42578125,False,True,124.42578125,siparis_ver,124.42578125
47,2015-07-16,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,469.2,0.0,0.0,0.0,0.0,229.7,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-17,siparis_ver,kritik,37,0.0,74.0,True,False,5.79,87.4,5.81,,1,262.3,0.0,0.0,0.0,0.0,221.5,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-18,siparis_ver,kritik,294,0.0,588.0,True,False,5.79,87.4,5.81,,1,62.4,0.0,0.0,73.4,146.822265625,152.9,135.0,269.9649963378906,False,True,269.9649963378906,siparis_ver,269.9649963378906
47,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,5.79,87.4,5.81,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-20,siparis_ver,kritik,469,0.0,938.0,True,False,5.79,87.4,5.81,,1,0.0,0.0,0.0,165.0,329.9640808105469,182.9,182.9,365.7913513183594,False,True,365.7913513183594,siparis_ver,365.7913513183594
47,2015-07-21,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,294.4,0.0,0.0,0.0,0.0,172.1,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-22,siparis_ver,kritik,88,0.0,176.0,True,False,5.79,87.4,5.81,,1,139.1,0.0,0.0,12.4,24.88568115234375,169.1,46.8,93.59915161132812,False,True,93.59915161132812,siparis_ver,93.59915161132812
47,2015-07-23,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,469.2,0.0,0.0,0.0,0.0,164.8,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-24,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,321.7,0.0,0.0,0.0,0.0,163.1,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-25,siparis_ver,kritik,396,0.0,792.0,True,False,5.79,87.4,5.81,,1,175.5,45.2,271.4013977050781,0.0,0.0,148.9,7.6,15.291534423828125,False,True,15.291534423828125,indirim_uygula,271.4013977050781
47,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,5.79,87.4,5.81,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-27,siparis_ver,kritik,421,0.0,842.0,True,False,5.79,87.4,5.81,,1,0.0,0.0,0.0,227.6,455.2134704589844,253.1,253.1,506.27447509765625,False,True,506.27447509765625,siparis_ver,506.27447509765625
47,2015-07-28,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,396.2,0.0,0.0,0.0,0.0,229.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-29,siparis_ver,kritik,121,0.0,242.0,True,False,5.79,87.4,5.81,,1,190.5,0.0,0.0,16.9,33.787933349609375,233.8,66.6,133.19671630859375,False,True,133.19671630859375,siparis_ver,133.19671630859375
47,2015-07-30,siparis_ver,kritik,0,0.0,0.0,True,False,5.79,87.4,5.81,,1,421.1,0.0,0.0,0.0,0.0,250.0,0.0,0.0,False,False,0.0,bekle,0.0
47,2015-07-31,siparis_ver,kritik,131,0.0,262.0,True,False,5.79,87.4,5.81,,1,201.2,0.0,0.0,20.1,40.154388427734375,251.2,80.1,160.244140625,False,True,160.244140625,siparis_ver,160.244140625
48,2015-07-04,bekle,dusuk,0,0.0,0.0,False,False,6.48,84.9,8.78,,1,148.6,0.0,0.0,0.0,0.0,79.2,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,6.48,84.9,8.78,,0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-06,siparis_ver,orta,158,0.0,316.0,False,False,6.48,84.9,8.78,,1,164.2,0.0,0.0,0.0,0.0,98.8,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-07,siparis_ver,kritik,48,0.0,96.0,False,False,6.48,84.9,8.78,,1,75.6,0.0,0.0,6.9,13.769561767578125,91.8,26.4,52.74092102050781,False,True,52.74092102050781,siparis_ver,52.74092102050781
48,2015-07-08,siparis_ver,kritik,148,0.0,296.0,False,False,6.48,84.9,8.78,,1,157.8,0.0,0.0,0.0,0.0,92.4,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-09,siparis_ver,kritik,48,0.0,96.0,False,False,6.48,84.9,8.78,,1,75.6,0.0,0.0,7.1,14.239715576171875,92.9,27.5,54.93988037109375,False,True,54.93988037109375,siparis_ver,54.93988037109375
48,2015-07-10,siparis_ver,kritik,0,0.0,0.0,False,False,6.48,84.9,8.78,,1,148.0,0.0,0.0,0.0,0.0,94.7,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-11,siparis_ver,kritik,228,0.0,456.0,False,False,6.48,84.9,8.78,,1,62.3,0.0,0.0,6.7,13.4228515625,78.6,25.3,50.64076232910156,False,True,50.64076232910156,siparis_ver,50.64076232910156
48,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,6.48,84.9,8.78,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-13,siparis_ver,kritik,198,0.0,396.0,False,False,6.48,84.9,8.78,,1,227.7,0.0,0.0,0.0,0.0,139.7,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-14,siparis_ver,kritik,65,0.0,130.0,False,False,6.48,84.9,8.78,,1,102.6,0.0,0.0,9.4,18.86724853515625,124.7,36.7,73.47555541992188,False,True,73.47555541992188,siparis_ver,73.47555541992188
48,2015-07-15,siparis_ver,kritik,154,0.0,308.0,False,False,6.48,84.9,8.78,,1,197.8,0.0,0.0,0.0,0.0,116.9,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-16,siparis_ver,kritik,60,0.0,120.0,False,False,6.48,84.9,8.78,,1,93.3,0.0,0.0,8.5,17.045745849609375,114.4,33.5,67.09426879882812,False,True,67.09426879882812,siparis_ver,67.09426879882812
48,2015-07-17,siparis_ver,kritik,0,0.0,0.0,False,False,6.48,84.9,8.78,,1,154.0,0.0,0.0,0.0,0.0,111.2,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-18,siparis_ver,kritik,155,0.0,310.0,False,False,6.48,84.9,8.78,,1,54.8,0.0,0.0,7.8,15.576019287109375,73.5,30.7,61.33955383300781,False,True,61.33955383300781,siparis_ver,61.33955383300781
48,2015-07-19,insana_sor,dusuk,0,0.0,0.0,True,True,6.48,84.9,8.78,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-20,siparis_ver,kritik,143,0.0,286.0,False,False,6.48,84.9,8.78,,1,154.9,0.0,0.0,0.0,0.0,95.5,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-21,siparis_ver,kritik,46,0.0,92.0,False,False,6.48,84.9,8.78,,1,70.0,0.0,0.0,7.4,14.742218017578125,87.4,28.0,55.97605895996094,False,True,55.97605895996094,siparis_ver,55.97605895996094
48,2015-07-22,siparis_ver,kritik,129,0.0,258.0,False,False,6.48,84.9,8.78,,1,142.8,0.0,0.0,0.0,0.0,84.8,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-23,siparis_ver,kritik,45,0.0,90.0,False,False,6.48,84.9,8.78,,1,67.8,0.0,0.0,7.1,14.1595458984375,85.1,27.0,54.01075744628906,False,True,54.01075744628906,siparis_ver,54.01075744628906
48,2015-07-24,siparis_ver,kritik,0,0.0,0.0,False,False,6.48,84.9,8.78,,1,128.9,0.0,0.0,0.0,0.0,85.8,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-25,siparis_ver,kritik,202,0.0,404.0,False,False,6.48,84.9,8.78,,1,53.9,0.0,0.0,7.6,15.150794982910156,72.8,29.7,59.41865539550781,False,True,59.41865539550781,siparis_ver,59.41865539550781
48,2015-07-26,insana_sor,dusuk,0,0.0,0.0,True,True,6.48,84.9,8.78,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-27,siparis_ver,kritik,191,0.0,382.0,False,False,6.48,84.9,8.78,,1,201.9,0.0,0.0,0.0,0.0,125.4,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-28,siparis_ver,kritik,59,0.0,118.0,False,False,6.48,84.9,8.78,,1,90.3,0.0,0.0,9.5,18.919158935546875,113.8,37.3,74.66604614257812,False,True,74.66604614257812,siparis_ver,74.66604614257812
48,2015-07-29,siparis_ver,kritik,99,0.0,198.0,False,False,6.48,84.9,8.78,,1,190.7,0.0,0.0,0.0,0.0,113.8,0.0,0.0,False,False,0.0,bekle,0.0
48,2015-07-30,siparis_ver,kritik,61,0.0,122.0,False,False,6.48,84.9,8.78,,1,92.4,0.0,0.0,10.0,20.001693725585938,118.0,41.1,82.28695678710938,False,True,82.28695678710938,siparis_ver,82.28695678710938
48,2015-07-31,siparis_ver,kritik,60,0.0,120.0,False,False,6.48,84.9,8.78,,1,99.1,0.0,0.0,6.9,13.8665771484375,120.5,21.4,42.8223876953125,False,True,42.8223876953125,siparis_ver,42.8223876953125
49,2015-07-04,siparis_ver,yuksek,295,0.0,590.0,True,False,4.9,92.2,6.22,,1,181.7,0.0,0.0,8.1,16.109613037109398,221.9,40.2,80.3610778808594,False,True,80.3610778808594,siparis_ver,80.3610778808594
49,2015-07-05,insana_sor,dusuk,0,0.0,0.0,True,True,4.9,92.2,6.22,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-06,siparis_ver,kritik,490,0.0,980.0,True,False,4.9,92.2,6.22,,1,0.0,0.0,0.0,170.7,341.4355773925781,193.4,193.4,386.7850341796875,False,True,386.7850341796875,siparis_ver,386.7850341796875
49,2015-07-07,siparis_ver,kritik,0,0.0,0.0,True,False,4.9,92.2,6.22,,1,295.4,0.0,0.0,0.0,0.0,176.3,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-08,siparis_ver,kritik,92,0.0,184.0,True,False,4.9,92.2,6.22,,1,139.7,0.0,0.0,14.7,29.303955078125,176.2,57.1,114.20449829101562,False,True,114.20449829101562,siparis_ver,114.20449829101562
49,2015-07-09,siparis_ver,kritik,0,0.0,0.0,True,False,4.9,92.2,6.22,,1,489.8,0.0,0.0,0.0,0.0,178.6,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-10,siparis_ver,kritik,0,0.0,0.0,True,False,4.9,92.2,6.22,,1,332.6,0.0,0.0,0.0,0.0,196.1,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-11,siparis_ver,kritik,402,0.0,804.0,True,False,4.9,92.2,6.22,,1,156.7,0.0,0.0,34.9,69.85159301757812,213.4,98.3,196.67861938476562,False,True,196.67861938476562,siparis_ver,196.67861938476562
49,2015-07-12,insana_sor,dusuk,0,0.0,0.0,True,True,4.9,92.2,6.22,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-13,siparis_ver,kritik,490,0.0,980.0,True,False,4.9,92.2,6.22,,1,0.0,0.0,0.0,260.4,520.7526245117188,291.2,291.2,582.48193359375,False,True,582.48193359375,siparis_ver,582.48193359375
49,2015-07-14,siparis_ver,kritik,0,0.0,0.0,True,False,4.9,92.2,6.22,,1,401.7,0.0,0.0,0.0,0.0,239.0,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-15,siparis_ver,kritik,119,0.0,238.0,True,False,4.9,92.2,6.22,,1,187.9,0.0,0.0,16.9,33.867828369140625,228.8,66.1,132.18682861328125,False,True,132.18682861328125,siparis_ver,132.18682861328125
49,2015-07-16,siparis_ver,kritik,0,0.0,0.0,True,False,4.9,92.2,6.22,,1,489.8,0.0,0.0,0.0,0.0,223.7,0.0,0.0,False,False,0.0,bekle,0.0
49,2015-07-17,siparis_ver,kritik,24,0.0,48.0,True,False,4.9,92.2,6.22,,1,290.9,0.0,0.0,0.0,0.0,234.6,0.0,0.0,False,False,0.0,bekle,0.0
