magaza,tarih,h,siparis,tedarikci,lead_gun,varis_tarihi,tutar_eur,onay_tekil,tedarikci_gun_tutar_eur,onay_zincir,onay_gerekli
80,2015-07-06,3,290.0,Schnellware,2,2015-07-08,1740.0,0,1078471.8,1,1
777,2015-07-06,3,289.8,Rheinland,3,2015-07-09,1738.8,0,496899.6,0,0
172,2015-07-06,3,289.7,Schnellware,2,2015-07-08,1738.2,0,1078471.8,1,1
506,2015-07-06,3,289.6,Schnellware,2,2015-07-08,1737.6,0,1078471.8,1,1
837,2015-07-06,3,289.6,Rheinland,3,2015-07-09,1737.6,0,496899.6,0,0
203,2015-07-06,3,289.4,Schnellware,2,2015-07-08,1736.4,0,1078471.8,1,1
1090,2015-07-06,3,289.3,Schnellware,2,2015-07-08,1735.8,0,1078471.8,1,1
604,2015-07-06,3,288.9,Schnellware,2,2015-07-08,1733.4,0,1078471.8,1,1
290,2015-07-06,3,288.8,Schnellware,2,2015-07-08,1732.8,0,1078471.8,1,1
877,2015-07-06,3,288.7,Schnellware,2,2015-07-08,1732.2,0,1078471.8,1,1
360,2015-07-06,3,288.3,Schnellware,2,2015-07-08,1729.8,0,1078471.8,1,1
790,2015-07-06,3,288.1,Schnellware,2,2015-07-08,1728.6,0,1078471.8,1,1
671,2015-07-06,3,287.2,Schnellware,2,2015-07-08,1723.2,0,1078471.8,1,1
1113,2015-07-06,3,287.1,Schnellware,2,2015-07-08,1722.6,0,1078471.8,1,1
73,2015-07-06,3,286.7,Rheinland,3,2015-07-09,1720.2,0,496899.6,0,0
97,2015-07-06,3,286.7,Schnellware,2,2015-07-08,1720.2,0,1078471.8,1,1
422,2015-07-06,3,286.2,Rheinland,3,2015-07-09,1717.2,0,496899.6,0,0
439,2015-07-06,3,285.7,Schnellware,2,2015-07-08,1714.2,0,1078471.8,1,1
273,2015-07-06,3,285.6,Schnellware,2,2015-07-08,1713.6,0,1078471.8,1,1
345,2015-07-06,3,285.5,Rheinland,3,2015-07-09,1713.0,0,496899.6,0,0
614,2015-07-06,3,285.4,Schnellware,2,2015-07-08,1712.4,0,1078471.8,1,1
561,2015-07-06,3,285.3,Schnellware,2,2015-07-08,1711.8,0,1078471.8,1,1
617,2015-07-06,3,285.1,Schnellware,2,2015-07-08,1710.6,0,1078471.8,1,1
925,2015-07-06,3,285.1,Schnellware,2,2015-07-08,1710.6,0,1078471.8,1,1
54,2015-07-06,3,285.0,Schnellware,2,2015-07-08,1710.0,0,1078471.8,1,1
1048,2015-07-06,3,284.9,Schnellware,2,2015-07-08,1709.4,0,1078471.8,1,1
1102,2015-07-06,3,284.9,Schnellware,2,2015-07-08,1709.4,0,1078471.8,1,1
630,2015-07-06,3,284.6,Schnellware,2,2015-07-08,1707.6,0,1078471.8,1,1
297,2015-07-06,3,284.1,Schnellware,2,2015-07-08,1704.6,0,1078471.8,1,1
661,2015-07-06,3,284.1,Schnellware,2,2015-07-08,1704.6,0,1078471.8,1,1
94,2015-07-06,3,284.0,Schnellware,2,2015-07-08,1704.0,0,1078471.8,1,1
1082,2015-07-06,3,284.0,Schnellware,2,2015-07-08,1704.0,0,1078471.8,1,1
336,2015-07-06,3,283.6,ExpressLog,1,2015-07-07,1701.6,0,102601.8,0,0
142,2015-07-06,3,283.5,Rheinland,3,2015-07-09,1701.0,0,496899.6,0,0
478,2015-07-06,3,283.3,Schnellware,2,2015-07-08,1699.8,0,1078471.8,1,1
3,2015-07-06,3,283.1,Schnellware,2,2015-07-08,1698.6,0,1078471.8,1,1
311,2015-07-06,3,281.6,Schnellware,2,2015-07-08,1689.6,0,1078471.8,1,1
618,2015-07-06,3,281.6,Schnellware,2,2015-07-08,1689.6,0,1078471.8,1,1
677,2015-07-06,3,281.5,Schnellware,2,2015-07-08,1689.0,0,1078471.8,1,1
315,2015-07-06,3,281.2,Rheinland,3,2015-07-09,1687.2,0,496899.6,0,0
937,2015-07-06,3,280.8,Schnellware,2,2015-07-08,1684.8,0,1078471.8,1,1
622,2015-07-06,3,280.6,Rheinland,3,2015-07-09,1683.6,0,496899.6,0,0
996,2015-07-06,3,280.5,Schnellware,2,2015-07-08,1683.0,0,1078471.8,1,1
471,2015-07-06,3,280.1,Schnellware,2,2015-07-08,1680.6,0,1078471.8,1,1
1050,2015-07-06,3,279.9,Schnellware,2,2015-07-08,1679.4,0,1078471.8,1,1
50,2015-07-06,3,279.8,Rheinland,3,2015-07-09,1678.8,0,496899.6,0,0
313,2015-07-06,3,279.6,Schnellware,2,2015-07-08,1677.6,0,1078471.8,1,1
634,2015-07-06,3,279.2,Schnellware,2,2015-07-08,1675.2,0,1078471.8,1,1
329,2015-07-06,3,278.8,Schnellware,2,2015-07-08,1672.8,0,1078471.8,1,1
352,2015-07-06,3,278.8,Schnellware,2,2015-07-08,1672.8,0,1078471.8,1,1
976,2015-07-06,3,278.7,Schnellware,2,2015-07-08,1672.2,0,1078471.8,1,1
508,2015-07-06,3,277.8,Schnellware,2,2015-07-08,1666.8,0,1078471.8,1,1
458,2015-07-06,3,277.2,Schnellware,2,2015-07-08,1663.2,0,1078471.8,1,1
887,2015-07-06,3,276.9,Schnellware,2,2015-07-08,1661.4,0,1078471.8,1,1
1056,2015-07-06,3,276.9,Rheinland,3,2015-07-09,1661.4,0,496899.6,0,0
757,2015-07-06,3,276.8,Schnellware,2,2015-07-08,1660.8,0,1078471.8,1,1
89,2015-07-06,3,276.4,Schnellware,2,2015-07-08,1658.4,0,1078471.8,1,1
898,2015-07-06,3,276.4,Schnellware,2,2015-07-08,1658.4,0,1078471.8,1,1
1034,2015-07-06,3,276.2,Schnellware,2,2015-07-08,1657.2,0,1078471.8,1,1
769,2015-07-06,3,276.0,ExpressLog,1,2015-07-07,1656.0,0,102601.8,0,0
827,2015-07-06,3,275.8,ExpressLog,1,2015-07-07,1654.8,0,102601.8,0,0
85,2015-07-06,3,275.1,Schnellware,2,2015-07-08,1650.6,0,1078471.8,1,1
353,2015-07-06,3,275.0,Schnellware,2,2015-07-08,1650.0,0,1078471.8,1,1
87,2015-07-06,3,274.8,Schnellware,2,2015-07-08,1648.8,0,1078471.8,1,1
792,2015-07-06,3,274.7,Schnellware,2,2015-07-08,1648.2,0,1078471.8,1,1
1069,2015-07-06,3,274.3,Schnellware,2,2015-07-08,1645.8,0,1078471.8,1,1
378,2015-07-06,3,274.1,Schnellware,2,2015-07-08,1644.6,0,1078471.8,1,1
19,2015-07-06,3,272.7,Schnellware,2,2015-07-08,1636.2,0,1078471.8,1,1
112,2015-07-06,3,272.4,Schnellware,2,2015-07-08,1634.4,0,1078471.8,1,1
588,2015-07-06,3,271.9,Schnellware,2,2015-07-08,1631.4,0,1078471.8,1,1
594,2015-07-06,3,271.5,Rheinland,3,2015-07-09,1629.0,0,496899.6,0,0
928,2015-07-06,3,271.5,Schnellware,2,2015-07-08,1629.0,0,1078471.8,1,1
275,2015-07-06,3,270.9,Schnellware,2,2015-07-08,1625.4,0,1078471.8,1,1
907,2015-07-06,3,270.6,Schnellware,2,2015-07-08,1623.6,0,1078471.8,1,1
58,2015-07-06,3,270.4,Schnellware,2,2015-07-08,1622.4,0,1078471.8,1,1
8,2015-07-06,3,270.3,Schnellware,2,2015-07-08,1621.8,0,1078471.8,1,1
1011,2015-07-06,3,270.3,Schnellware,2,2015-07-08,1621.8,0,1078471.8,1,1
930,2015-07-06,3,270.0,Schnellware,2,2015-07-08,1620.0,0,1078471.8,1,1
1078,2015-07-06,3,269.6,Schnellware,2,2015-07-08,1617.6,0,1078471.8,1,1
534,2015-07-06,3,269.1,Schnellware,2,2015-07-08,1614.6,0,1078471.8,1,1
686,2015-07-06,3,268.7,Schnellware,2,2015-07-08,1612.2,0,1078471.8,1,1
740,2015-07-06,3,268.7,Schnellware,2,2015-07-08,1612.2,0,1078471.8,1,1
243,2015-07-06,3,268.2,Schnellware,2,2015-07-08,1609.2,0,1078471.8,1,1
542,2015-07-06,3,268.1,Schnellware,2,2015-07-08,1608.6,0,1078471.8,1,1
1022,2015-07-06,3,267.9,Schnellware,2,2015-07-08,1607.4,0,1078471.8,1,1
209,2015-07-06,3,267.4,Schnellware,2,2015-07-08,1604.4,0,1078471.8,1,1
197,2015-07-06,3,266.8,Schnellware,2,2015-07-08,1600.8,0,1078471.8,1,1
836,2015-07-06,3,266.6,Schnellware,2,2015-07-08,1599.6,0,1078471.8,1,1
164,2015-07-06,3,266.4,Schnellware,2,2015-07-08,1598.4,0,1078471.8,1,1
628,2015-07-06,3,265.6,Schnellware,2,2015-07-08,1593.6,0,1078471.8,1,1
179,2015-07-06,3,265.4,Schnellware,2,2015-07-08,1592.4,0,1078471.8,1,1
503,2015-07-06,3,265.3,Schnellware,2,2015-07-08,1591.8,0,1078471.8,1,1
340,2015-07-06,3,265.0,Schnellware,2,2015-07-08,1590.0,0,1078471.8,1,1
294,2015-07-06,3,264.8,Schnellware,2,2015-07-08,1588.8,0,1078471.8,1,1
1070,2015-07-06,3,264.8,Schnellware,2,2015-07-08,1588.8,0,1078471.8,1,1
613,2015-07-06,3,264.6,Schnellware,2,2015-07-08,1587.6,0,1078471.8,1,1
174,2015-07-06,3,264.0,Schnellware,2,2015-07-08,1584.0,0,1078471.8,1,1
936,2015-07-06,3,263.3,Schnellware,2,2015-07-08,1579.8,0,1078471.8,1,1
819,2015-07-06,3,263.2,Schnellware,2,2015-07-08,1579.2,0,1078471.8,1,1
111,2015-07-06,3,263.1,Schnellware,2,2015-07-08,1578.6,0,1078471.8,1,1
181,2015-07-06,3,262.6,Schnellware,2,2015-07-08,1575.6,0,1078471.8,1,1
63,2015-07-06,3,262.2,Schnellware,2,2015-07-08,1573.2,0,1078471.8,1,1
1071,2015-07-06,3,262.0,Schnellware,2,2015-07-08,1572.0,0,1078471.8,1,1
866,2015-07-06,3,261.8,Schnellware,2,2015-07-08,1570.8,0,1078471.8,1,1
629,2015-07-06,3,261.7,Schnellware,2,2015-07-08,1570.2,0,1078471.8,1,1
17,2015-07-06,3,261.5,Schnellware,2,2015-07-08,1569.0,0,1078471.8,1,1
1007,2015-07-06,3,261.1,Schnellware,2,2015-07-08,1566.6,0,1078471.8,1,1
88,2015-07-06,3,260.9,Schnellware,2,2015-07-08,1565.4,0,1078471.8,1,1
823,2015-07-06,3,260.6,Schnellware,2,2015-07-08,1563.6,0,1078471.8,1,1
1054,2015-07-06,3,260.5,Schnellware,2,2015-07-08,1563.0,0,1078471.8,1,1
652,2015-07-06,3,260.4,Schnellware,2,2015-07-08,1562.4,0,1078471.8,1,1
309,2015-07-06,3,260.3,Schnellware,2,2015-07-08,1561.8,0,1078471.8,1,1
980,2015-07-06,3,259.8,Schnellware,2,2015-07-08,1558.8,0,1078471.8,1,1
366,2015-07-06,3,259.4,Schnellware,2,2015-07-08,1556.4,0,1078471.8,1,1
960,2015-07-06,3,259.2,Schnellware,2,2015-07-08,1555.2,0,1078471.8,1,1
1006,2015-07-06,3,259.2,Schnellware,2,2015-07-08,1555.2,0,1078471.8,1,1
264,2015-07-06,3,259.1,Schnellware,2,2015-07-08,1554.6,0,1078471.8,1,1
325,2015-07-06,3,259.0,Schnellware,2,2015-07-08,1554.0,0,1078471.8,1,1
454,2015-07-06,3,258.9,Schnellware,2,2015-07-08,1553.4,0,1078471.8,1,1
815,2015-07-06,3,258.6,Schnellware,2,2015-07-08,1551.6,0,1078471.8,1,1
961,2015-07-06,3,258.4,Schnellware,2,2015-07-08,1550.4,0,1078471.8,1,1
1087,2015-07-06,3,258.4,Schnellware,2,2015-07-08,1550.4,0,1078471.8,1,1
66,2015-07-06,3,258.2,Schnellware,2,2015-07-08,1549.2,0,1078471.8,1,1
216,2015-07-06,3,258.2,Schnellware,2,2015-07-08,1549.2,0,1078471.8,1,1
491,2015-07-06,3,257.9,Schnellware,2,2015-07-08,1547.4,0,1078471.8,1,1
477,2015-07-06,3,257.3,Schnellware,2,2015-07-08,1543.8,0,1078471.8,1,1
272,2015-07-06,3,257.2,Schnellware,2,2015-07-08,1543.2,0,1078471.8,1,1
979,2015-07-06,3,257.2,Schnellware,2,2015-07-08,1543.2,0,1078471.8,1,1
1057,2015-07-06,3,256.9,Schnellware,2,2015-07-08,1541.4,0,1078471.8,1,1
277,2015-07-06,3,256.4,Schnellware,2,2015-07-08,1538.4,0,1078471.8,1,1
573,2015-07-06,3,256.3,Rheinland,3,2015-07-09,1537.8,0,496899.6,0,0
847,2015-07-06,3,256.3,Schnellware,2,2015-07-08,1537.8,0,1078471.8,1,1
692,2015-07-06,3,256.1,Schnellware,2,2015-07-08,1536.6,0,1078471.8,1,1
813,2015-07-06,3,255.7,Schnellware,2,2015-07-08,1534.2,0,1078471.8,1,1
153,2015-07-06,3,255.4,Schnellware,2,2015-07-08,1532.4,0,1078471.8,1,1
463,2015-07-06,3,254.9,Schnellware,2,2015-07-08,1529.4,0,1078471.8,1,1
70,2015-07-06,3,254.6,Schnellware,2,2015-07-08,1527.6,0,1078471.8,1,1
93,2015-07-06,3,254.6,Schnellware,2,2015-07-08,1527.6,0,1078471.8,1,1
165,2015-07-06,3,254.6,Rheinland,3,2015-07-09,1527.6,0,496899.6,0,0
559,2015-07-06,3,254.4,Schnellware,2,2015-07-08,1526.4,0,1078471.8,1,1
205,2015-07-06,3,254.3,Schnellware,2,2015-07-08,1525.8,0,1078471.8,1,1
441,2015-07-06,3,254.2,Schnellware,2,2015-07-08,1525.2,0,1078471.8,1,1
537,2015-07-06,3,254.2,Schnellware,2,2015-07-08,1525.2,0,1078471.8,1,1
509,2015-07-06,3,254.1,Schnellware,2,2015-07-08,1524.6,0,1078471.8,1,1
385,2015-07-06,3,253.9,Schnellware,2,2015-07-08,1523.4,0,1078471.8,1,1
119,2015-07-06,3,253.4,Schnellware,2,2015-07-08,1520.4,0,1078471.8,1,1
871,2015-07-06,3,253.4,Schnellware,2,2015-07-08,1520.4,0,1078471.8,1,1
1042,2015-07-06,3,253.4,Rheinland,3,2015-07-09,1520.4,0,496899.6,0,0
1076,2015-07-06,3,253.0,Rheinland,3,2015-07-09,1518.0,0,496899.6,0,0
26,2015-07-06,3,252.7,Schnellware,2,2015-07-08,1516.2,0,1078471.8,1,1
576,2015-07-06,3,252.4,Schnellware,2,2015-07-08,1514.4,0,1078471.8,1,1
369,2015-07-06,3,252.3,Schnellware,2,2015-07-08,1513.8,0,1078471.8,1,1
905,2015-07-06,3,252.0,Schnellware,2,2015-07-08,1512.0,0,1078471.8,1,1
929,2015-07-06,3,252.0,Schnellware,2,2015-07-08,1512.0,0,1078471.8,1,1
612,2015-07-06,3,251.9,Schnellware,2,2015-07-08,1511.4,0,1078471.8,1,1
935,2015-07-06,3,251.3,Schnellware,2,2015-07-08,1507.8,0,1078471.8,1,1
1015,2015-07-06,3,251.3,Schnellware,2,2015-07-08,1507.8,0,1078471.8,1,1
202,2015-07-06,3,251.2,Schnellware,2,2015-07-08,1507.2,0,1078471.8,1,1
1049,2015-07-06,3,251.1,Rheinland,3,2015-07-09,1506.6,0,496899.6,0,0
476,2015-07-06,3,250.9,Schnellware,2,2015-07-08,1505.4,0,1078471.8,1,1
371,2015-07-06,3,250.5,Schnellware,2,2015-07-08,1503.0,0,1078471.8,1,1
606,2015-07-06,3,250.2,Schnellware,2,2015-07-08,1501.2,0,1078471.8,1,1
882,2015-07-06,3,250.1,Schnellware,2,2015-07-08,1500.6,0,1078471.8,1,1
177,2015-07-06,3,249.8,Rheinland,3,2015-07-09,1498.8,0,496899.6,0,0
500,2015-07-06,3,249.6,Schnellware,2,2015-07-08,1497.6,0,1078471.8,1,1
1115,2015-07-06,3,249.6,Schnellware,2,2015-07-08,1497.6,0,1078471.8,1,1
773,2015-07-06,3,249.4,Schnellware,2,2015-07-08,1496.4,0,1078471.8,1,1
293,2015-07-06,3,249.2,Schnellware,2,2015-07-08,1495.2,0,1078471.8,1,1
611,2015-07-06,3,249.2,Schnellware,2,2015-07-08,1495.2,0,1078471.8,1,1
331,2015-07-06,3,248.9,Schnellware,2,2015-07-08,1493.4,0,1078471.8,1,1
879,2015-07-06,3,248.7,Rheinland,3,2015-07-09,1492.2,0,496899.6,0,0
763,2015-07-06,3,248.3,Schnellware,2,2015-07-08,1489.8,0,1078471.8,1,1
962,2015-07-06,3,247.5,Schnellware,2,2015-07-08,1485.0,0,1078471.8,1,1
591,2015-07-06,3,247.3,Schnellware,2,2015-07-08,1483.8,0,1078471.8,1,1
517,2015-07-06,3,247.2,Schnellware,2,2015-07-08,1483.2,0,1078471.8,1,1
927,2015-07-06,3,247.0,Schnellware,2,2015-07-08,1482.0,0,1078471.8,1,1
818,2015-07-06,3,246.9,Schnellware,2,2015-07-08,1481.4,0,1078471.8,1,1
415,2015-07-06,3,245.8,Schnellware,2,2015-07-08,1474.8,0,1078471.8,1,1
433,2015-07-06,3,245.1,Schnellware,2,2015-07-08,1470.6,0,1078471.8,1,1
890,2015-07-06,3,244.5,Schnellware,2,2015-07-08,1467.0,0,1078471.8,1,1
399,2015-07-06,3,244.3,Schnellware,2,2015-07-08,1465.8,0,1078471.8,1,1
538,2015-07-06,3,244.3,Rheinland,3,2015-07-09,1465.8,0,496899.6,0,0
10,2015-07-06,3,243.3,Schnellware,2,2015-07-08,1459.8,0,1078471.8,1,1
854,2015-07-06,3,243.3,Schnellware,2,2015-07-08,1459.8,0,1078471.8,1,1
785,2015-07-06,3,243.2,Schnellware,2,2015-07-08,1459.2,0,1078471.8,1,1
774,2015-07-06,3,242.8,Schnellware,2,2015-07-08,1456.8,0,1078471.8,1,1
658,2015-07-06,3,242.7,Schnellware,2,2015-07-08,1456.2,0,1078471.8,1,1
663,2015-07-06,3,242.5,Schnellware,2,2015-07-08,1455.0,0,1078471.8,1,1
83,2015-07-06,3,242.2,Rheinland,3,2015-07-09,1453.2,0,496899.6,0,0
625,2015-07-06,3,242.0,Schnellware,2,2015-07-08,1452.0,0,1078471.8,1,1
59,2015-07-06,3,241.7,Schnellware,2,2015-07-08,1450.2,0,1078471.8,1,1
41,2015-07-06,3,241.6,Schnellware,2,2015-07-08,1449.6,0,1078471.8,1,1
884,2015-07-06,3,240.9,Schnellware,2,2015-07-08,1445.4,0,1078471.8,1,1
566,2015-07-06,3,240.4,Schnellware,2,2015-07-08,1442.4,0,1078471.8,1,1
860,2015-07-06,3,240.4,Schnellware,2,2015-07-08,1442.4,0,1078471.8,1,1
102,2015-07-06,3,239.6,Schnellware,2,2015-07-08,1437.6,0,1078471.8,1,1
869,2015-07-06,3,239.5,Schnellware,2,2015-07-08,1437.0,0,1078471.8,1,1
1108,2015-07-06,3,239.4,Schnellware,2,2015-07-08,1436.4,0,1078471.8,1,1
564,2015-07-06,3,239.0,Schnellware,2,2015-07-08,1434.0,0,1078471.8,1,1
74,2015-07-06,3,237.8,Schnellware,2,2015-07-08,1426.8,0,1078471.8,1,1
149,2015-07-06,3,237.7,Schnellware,2,2015-07-08,1426.2,0,1078471.8,1,1
598,2015-07-06,3,237.7,Schnellware,2,2015-07-08,1426.2,0,1078471.8,1,1
647,2015-07-06,3,237.4,Schnellware,2,2015-07-08,1424.4,0,1078471.8,1,1
324,2015-07-06,3,237.3,Schnellware,2,2015-07-08,1423.8,0,1078471.8,1,1
143,2015-07-06,3,237.2,Schnellware,2,2015-07-08,1423.2,0,1078471.8,1,1
14,2015-07-06,3,236.8,Schnellware,2,2015-07-08,1420.8,0,1078471.8,1,1
31,2015-07-06,3,236.4,Schnellware,2,2015-07-08,1418.4,0,1078471.8,1,1
1024,2015-07-06,3,235.9,Schnellware,2,2015-07-08,1415.4,0,1078471.8,1,1
255,2015-07-06,3,235.8,Schnellware,2,2015-07-08,1414.8,0,1078471.8,1,1
919,2015-07-06,3,235.7,Schnellware,2,2015-07-08,1414.2,0,1078471.8,1,1
1012,2015-07-06,3,235.5,Schnellware,2,2015-07-08,1413.0,0,1078471.8,1,1
778,2015-07-06,3,235.4,Schnellware,2,2015-07-08,1412.4,0,1078471.8,1,1
659,2015-07-06,3,234.3,Schnellware,2,2015-07-08,1405.8,0,1078471.8,1,1
737,2015-07-06,3,234.2,Schnellware,2,2015-07-08,1405.2,0,1078471.8,1,1
1038,2015-07-06,3,234.2,Schnellware,2,2015-07-08,1405.2,0,1078471.8,1,1
627,2015-07-06,3,233.5,Schnellware,2,2015-07-08,1401.0,0,1078471.8,1,1
257,2015-07-06,3,233.0,Schnellware,2,2015-07-08,1398.0,0,1078471.8,1,1
1098,2015-07-06,3,232.7,Schnellware,2,2015-07-08,1396.2,0,1078471.8,1,1
332,2015-07-06,3,232.6,Rheinland,3,2015-07-09,1395.6,0,496899.6,0,0
1001,2015-07-06,3,232.5,Schnellware,2,2015-07-08,1395.0,0,1078471.8,1,1
649,2015-07-06,3,232.4,Rheinland,3,2015-07-09,1394.4,0,496899.6,0,0
436,2015-07-06,3,232.1,Schnellware,2,2015-07-08,1392.6,0,1078471.8,1,1
160,2015-07-06,3,231.8,Schnellware,2,2015-07-08,1390.8,0,1078471.8,1,1
130,2015-07-06,3,231.5,Schnellware,2,2015-07-08,1389.0,0,1078471.8,1,1
554,2015-07-06,3,231.5,Schnellware,2,2015-07-08,1389.0,0,1078471.8,1,1
391,2015-07-06,3,231.2,Schnellware,2,2015-07-08,1387.2,0,1078471.8,1,1
451,2015-07-06,3,231.2,Schnellware,2,2015-07-08,1387.2,0,1078471.8,1,1
361,2015-07-06,3,230.8,Schnellware,2,2015-07-08,1384.8,0,1078471.8,1,1
218,2015-07-06,3,229.3,Schnellware,2,2015-07-08,1375.8,0,1078471.8,1,1
321,2015-07-06,3,229.0,Schnellware,2,2015-07-08,1374.0,0,1078471.8,1,1
918,2015-07-06,3,228.2,Schnellware,2,2015-07-08,1369.2,0,1078471.8,1,1
685,2015-07-06,3,228.0,Schnellware,2,2015-07-08,1368.0,0,1078471.8,1,1
339,2015-07-06,3,227.5,Schnellware,2,2015-07-08,1365.0,0,1078471.8,1,1
447,2015-07-06,3,227.4,Schnellware,2,2015-07-08,1364.4,0,1078471.8,1,1
1096,2015-07-06,3,227.2,Schnellware,2,2015-07-08,1363.2,0,1078471.8,1,1
912,2015-07-06,3,226.9,Schnellware,2,2015-07-08,1361.4,0,1078471.8,1,1
1009,2015-07-06,3,226.7,Schnellware,2,2015-07-08,1360.2,0,1078471.8,1,1
305,2015-07-06,3,226.6,Schnellware,2,2015-07-08,1359.6,0,1078471.8,1,1
235,2015-07-06,3,225.8,Schnellware,2,2015-07-08,1354.8,0,1078471.8,1,1
1023,2015-07-06,3,225.6,Schnellware,2,2015-07-08,1353.6,0,1078471.8,1,1
1086,2015-07-06,3,224.4,Schnellware,2,2015-07-08,1346.4,0,1078471.8,1,1
261,2015-07-06,3,223.9,ExpressLog,1,2015-07-07,1343.4,0,102601.8,0,0
92,2015-07-06,3,223.6,Schnellware,2,2015-07-08,1341.6,0,1078471.8,1,1
690,2015-07-06,3,223.5,Schnellware,2,2015-07-08,1341.0,0,1078471.8,1,1
249,2015-07-06,3,223.0,Schnellware,2,2015-07-08,1338.0,0,1078471.8,1,1
708,2015-07-06,3,223.0,Schnellware,2,2015-07-08,1338.0,0,1078471.8,1,1
402,2015-07-06,3,222.7,Schnellware,2,2015-07-08,1336.2,0,1078471.8,1,1
393,2015-07-06,3,222.6,Schnellware,2,2015-07-08,1335.6,0,1078471.8,1,1
196,2015-07-06,3,222.3,Schnellware,2,2015-07-08,1333.8,0,1078471.8,1,1
706,2015-07-06,3,222.3,Schnellware,2,2015-07-08,1333.8,0,1078471.8,1,1
770,2015-07-06,3,222.2,Schnellware,2,2015-07-08,1333.2,0,1078471.8,1,1
904,2015-07-06,3,221.1,Schnellware,2,2015-07-08,1326.6,0,1078471.8,1,1
580,2015-07-06,3,220.4,ExpressLog,1,2015-07-07,1322.4,0,102601.8,0,0
829,2015-07-06,3,220.4,Schnellware,2,2015-07-08,1322.4,0,1078471.8,1,1
440,2015-07-06,3,220.3,Schnellware,2,2015-07-08,1321.8,0,1078471.8,1,1
899,2015-07-06,3,220.2,Schnellware,2,2015-07-08,1321.2,0,1078471.8,1,1
322,2015-07-06,3,220.0,Schnellware,2,2015-07-08,1320.0,0,1078471.8,1,1
404,2015-07-06,3,219.7,Schnellware,2,2015-07-08,1318.2,0,1078471.8,1,1
734,2015-07-06,3,219.6,Schnellware,2,2015-07-08,1317.6,0,1078471.8,1,1
419,2015-07-06,3,219.4,Schnellware,2,2015-07-08,1316.4,0,1078471.8,1,1
438,2015-07-06,3,219.4,Schnellware,2,2015-07-08,1316.4,0,1078471.8,1,1
858,2015-07-06,3,219.1,Schnellware,2,2015-07-08,1314.6,0,1078471.8,1,1
79,2015-07-06,3,219.0,Schnellware,2,2015-07-08,1314.0,0,1078471.8,1,1
728,2015-07-06,3,219.0,Schnellware,2,2015-07-08,1314.0,0,1078471.8,1,1
2,2015-07-06,3,218.8,Schnellware,2,2015-07-08,1312.8,0,1078471.8,1,1
215,2015-07-06,3,218.7,Schnellware,2,2015-07-08,1312.2,0,1078471.8,1,1
906,2015-07-06,3,218.5,ExpressLog,1,2015-07-07,1311.0,0,102601.8,0,0
225,2015-07-06,3,218.0,Schnellware,2,2015-07-08,1308.0,0,1078471.8,1,1
480,2015-07-06,3,217.5,Schnellware,2,2015-07-08,1305.0,0,1078471.8,1,1
641,2015-07-06,3,217.2,Schnellware,2,2015-07-08,1303.2,0,1078471.8,1,1
312,2015-07-06,3,216.3,Schnellware,2,2015-07-08,1297.8,0,1078471.8,1,1
851,2015-07-06,3,216.3,Schnellware,2,2015-07-08,1297.8,0,1078471.8,1,1
65,2015-07-06,3,216.1,Schnellware,2,2015-07-08,1296.6,0,1078471.8,1,1
939,2015-07-06,3,216.1,Schnellware,2,2015-07-08,1296.6,0,1078471.8,1,1
182,2015-07-06,3,216.0,Schnellware,2,2015-07-08,1296.0,0,1078471.8,1,1
457,2015-07-06,3,215.7,Schnellware,2,2015-07-08,1294.2,0,1078471.8,1,1
222,2015-07-06,3,215.1,Schnellware,2,2015-07-08,1290.6,0,1078471.8,1,1
949,2015-07-06,3,214.7,Schnellware,2,2015-07-08,1288.2,0,1078471.8,1,1
984,2015-07-06,3,214.6,Schnellware,2,2015-07-08,1287.6,0,1078471.8,1,1
597,2015-07-06,3,214.1,Schnellware,2,2015-07-08,1284.6,0,1078471.8,1,1
237,2015-07-06,3,214.0,Schnellware,2,2015-07-08,1284.0,0,1078471.8,1,1
581,2015-07-06,3,213.4,Schnellware,2,2015-07-08,1280.4,0,1078471.8,1,1
991,2015-07-06,3,213.4,Schnellware,2,2015-07-08,1280.4,0,1078471.8,1,1
748,2015-07-06,3,213.3,Schnellware,2,2015-07-08,1279.8,0,1078471.8,1,1
518,2015-07-06,3,212.6,Schnellware,2,2015-07-08,1275.6,0,1078471.8,1,1
6,2015-07-06,3,211.9,Schnellware,2,2015-07-08,1271.4,0,1078471.8,1,1
485,2015-07-06,3,211.5,Schnellware,2,2015-07-08,1269.0,0,1078471.8,1,1
317,2015-07-06,3,211.2,Schnellware,2,2015-07-08,1267.2,0,1078471.8,1,1
1008,2015-07-06,3,211.0,Schnellware,2,2015-07-08,1266.0,0,1078471.8,1,1
55,2015-07-06,3,210.7,Schnellware,2,2015-07-08,1264.2,0,1078471.8,1,1
443,2015-07-06,3,210.7,Schnellware,2,2015-07-08,1264.2,0,1078471.8,1,1
176,2015-07-06,3,210.2,Schnellware,2,2015-07-08,1261.2,0,1078471.8,1,1
1035,2015-07-06,3,209.7,Schnellware,2,2015-07-08,1258.2,0,1078471.8,1,1
501,2015-07-06,3,209.6,Schnellware,2,2015-07-08,1257.6,0,1078471.8,1,1
28,2015-07-06,3,209.4,Schnellware,2,2015-07-08,1256.4,0,1078471.8,1,1
